interaction_id,session_id,user_id,timestamp_utc,split,use_case,model_provider,model_name,account_tier,channel,region,segment,latency_ms,prompt_tokens,completion_tokens,total_tokens,tokens_per_second,cost_usd,tool_calls_count,temperature,top_p,max_tokens,retry_index,response_quality_score,user_feedback_score,failure_type,is_failure,is_failure_was_missing,safety_block_flag,hallucination_flag,toxicity_flag,formatting_error_flag,tool_error_flag,latency_timeout_flag
i0000497,s000337,u00289,2025-02-14 19:39:05+00:00,train,coding,openai,gpt,pro,mobile,apac,smb,2003.61,377,407,784,391.29,0.003136,0,1.03,0.92,815,1,0.994,1.0,none,False,False,False,False,False,False,False,False
i0000498,s000267,u00135,2025-02-18 07:04:09+00:00,train,analytics,google,gemini,free,api,mena,enterprise,2183.13,219,518,737,337.59,0.001474,0,0.54,0.63,1327,2,0.798,0.127,none,False,False,False,False,False,False,False,False
i0000499,s000013,u00221,2025-02-15 16:12:17+00:00,train,coding,google,gemini,enterprise,api,apac,consumer,1674.38,343,409,752,449.12,0.003008,0,1.0,0.96,1319,0,0.683,0.401,none,False,False,False,False,False,False,False,False
i0000500,s000194,u00109,2025-02-12 00:32:49+00:00,train,support,anthropic,claude,free,mobile,us,enterprise,990.97,227,147,374,377.41,0.000748,0,0.54,0.98,2018,1,0.516,0.563,none,False,False,False,False,False,False,False,False
i0000501,s000366,u00156,2025-01-15 21:03:21+00:00,val,coding,openai,gpt,free,web,us,consumer,1185.64,257,269,526,443.64,0.002104,0,0.53,0.62,353,1,0.99,1.0,none,False,False,False,False,False,False,False,False
i0000502,s000407,u00131,2025-02-01 14:44:44+00:00,test,coding,openai,gpt,pro,web,us,enterprise,1749.95,98,321,419,239.43,0.002514,0,0.19,0.98,159,1,0.904,-0.39,none,False,False,False,False,False,False,False,False
i0000503,s000280,u00025,2025-01-07 17:50:04+00:00,train,coding,local,llama,free,web,us,consumer,2481.24,161,689,850,342.57,0.0051,0,0.15,0.71,1231,2,0.856,1.0,tool_error,True,False,False,False,False,False,True,False
i0000504,s000355,u00291,2025-01-23 19:48:40+00:00,test,summarization,anthropic,claude,enterprise,api,eu,consumer,1959.75,300,382,682,348.0,0.002728,0,0.73,0.87,158,0,0.384,0.01,none,False,False,False,False,False,False,False,False
i0000505,s000011,u00158,2025-01-31 05:15:02+00:00,train,search,openai,gpt,pro,mobile,apac,smb,1833.7,343,451,794,433.0,0.003176,0,0.99,0.67,504,1,0.299,-0.502,none,False,False,False,False,False,False,False,False
i0000506,s000235,u00148,2025-02-10 10:48:46+00:00,train,search,local,llama,enterprise,mobile,us,consumer,1780.71,71,520,591,331.89,0.001182,0,0.16,0.93,1088,0,0.342,0.011,none,False,False,False,False,False,False,False,False
i0000507,s000254,u00099,2025-01-06 20:36:26+00:00,train,summarization,anthropic,claude,pro,web,apac,smb,1283.59,67,266,333,259.43,0.000666,1,1.09,0.94,642,1,0.407,-0.286,none,False,False,False,False,False,False,False,False
i0000508,s000447,u00095,2025-02-18 03:57:10+00:00,val,support,anthropic,claude,free,api,us,smb,2521.21,289,675,964,382.36,0.001928,0,0.43,0.99,639,2,0.265,0.452,none,False,False,False,False,False,False,False,False
i0000509,s000156,u00199,2025-01-28 19:44:20+00:00,test,coding,local,llama,free,web,us,consumer,2515.29,200,478,678,269.55,0.002712,0,0.51,1.0,792,0,0.911,-0.791,none,False,False,False,False,False,False,False,False
i0000510,s000115,u00152,2025-02-22 06:54:50+00:00,train,analytics,anthropic,claude,enterprise,api,us,enterprise,2618.45,345,596,941,359.37,0.001882,0,1.07,0.63,1446,1,0.348,0.285,none,False,False,False,False,False,False,False,False
i0000511,s000177,u00216,2025-02-01 13:48:43+00:00,train,search,anthropic,claude,free,api,apac,smb,2101.95,64,529,593,282.12,0.001186,0,1.08,0.86,830,0,0.381,0.598,none,False,False,False,False,False,False,False,False
i0000512,s000086,u00211,2025-02-02 12:14:23+00:00,train,support,local,llama,enterprise,mobile,us,consumer,2657.01,165,442,607,228.45,0.002428,2,0.63,0.71,1650,0,0.911,1.0,none,False,False,False,False,False,False,False,False
i0000513,s000280,u00025,2025-02-11 16:28:32+00:00,train,analytics,google,gemini,free,mobile,us,consumer,1231.76,52,40,92,74.69,0.000368,0,0.33,0.65,433,2,0.967,0.608,none,False,False,False,False,False,False,False,False
i0000514,s000322,u00033,2025-02-19 20:04:49+00:00,val,coding,google,gemini,enterprise,api,apac,consumer,2231.94,295,416,711,318.56,0.001422,1,0.21,0.66,324,2,0.377,1.0,none,False,False,False,False,False,False,False,False
i0000515,s000401,u00300,2025-01-10 08:22:31+00:00,train,summarization,anthropic,claude,enterprise,web,mena,smb,1631.38,348,108,456,279.52,0.000912,0,0.33,0.97,447,2,0.435,-0.163,none,False,False,False,False,False,False,False,False
i0000516,s000486,u00070,2025-01-31 04:07:19+00:00,train,support,local,llama,pro,web,eu,smb,1745.0,96,430,526,301.43,0.002104,1,0.94,0.87,1889,1,0.84,0.437,none,False,False,False,False,False,False,False,False
i0000517,s000037,u00258,2025-01-02 10:08:52+00:00,train,search,local,llama,free,web,apac,smb,1678.65,156,496,652,388.41,0.003912,0,0.39,0.62,660,1,0.976,-1.0,none,False,False,False,False,False,False,False,False
i0000518,s000124,u00142,2025-01-29 14:41:29+00:00,train,search,openai,gpt,enterprise,mobile,apac,consumer,2176.26,344,390,734,337.28,0.002936,0,0.83,0.99,185,2,0.72,0.132,none,False,False,False,False,False,False,False,False
i0000519,s000151,u00257,2025-02-18 18:00:38+00:00,train,analytics,openai,gpt,free,mobile,mena,consumer,1258.04,54,229,283,224.95,0.000566,0,0.23,0.92,733,1,0.554,0.432,none,False,False,False,False,False,False,False,False
i0000520,s000125,u00257,2025-02-21 18:04:51+00:00,train,analytics,google,gemini,enterprise,api,apac,consumer,1552.47,382,60,442,284.71,0.002652,1,0.57,0.72,1449,2,0.74,0.486,none,False,False,False,False,False,False,False,False
i0000521,s000414,u00040,2025-01-18 08:09:32+00:00,train,summarization,anthropic,claude,enterprise,mobile,eu,smb,2512.23,359,476,835,332.37,0.00167,0,0.42,0.79,823,0,0.824,-0.744,none,False,False,False,False,False,False,False,False
i0000522,s000070,u00141,2025-01-24 22:27:54+00:00,test,search,local,llama,enterprise,api,apac,consumer,1899.33,94,494,588,309.58,0.001176,0,0.6,0.89,866,0,0.29,-0.034,none,False,False,False,False,False,False,False,False
i0000523,s000015,u00216,2025-02-03 01:59:45+00:00,test,analytics,local,llama,pro,mobile,mena,enterprise,1610.53,90,344,434,269.48,0.000868,0,0.68,0.87,293,1,0.548,0.05,none,False,False,False,False,False,False,False,False
i0000524,s000431,u00026,2025-01-24 02:48:03+00:00,train,coding,local,llama,pro,mobile,us,smb,2135.56,289,507,796,372.74,0.001592,0,1.19,0.79,1409,0,0.886,-0.057,none,False,False,False,False,False,False,False,False
i0000525,s000481,u00087,2025-01-11 00:35:40+00:00,train,search,local,llama,free,mobile,mena,consumer,1160.09,43,549,592,500.0,0.002368,0,1.08,0.8,551,0,0.764,0.635,none,False,False,False,False,False,False,False,False
i0000526,s000114,u00138,2025-01-19 22:14:00+00:00,train,search,openai,gpt,pro,web,eu,consumer,1322.03,222,368,590,446.28,0.00236,0,0.84,0.62,315,0,0.323,0.07,none,False,False,False,False,False,False,False,False
i0000527,s000167,u00097,2025-01-25 04:19:22+00:00,train,summarization,anthropic,claude,enterprise,api,us,consumer,1210.07,63,52,115,95.04,0.00069,0,0.18,0.8,1500,0,0.804,0.26,none,False,False,False,False,False,False,False,False
i0000528,s000252,u00149,2025-02-01 14:26:06+00:00,test,summarization,anthropic,claude,free,web,eu,consumer,2229.13,231,611,842,377.73,0.003368,1,1.1,0.74,1927,2,0.734,-0.094,none,False,False,False,False,False,False,False,False
i0000529,s000263,u00090,2025-02-25 19:30:39+00:00,train,coding,local,llama,enterprise,web,us,smb,2050.77,166,337,503,245.27,0.001006,1,1.07,0.71,1300,1,0.412,0.839,none,False,False,False,False,False,False,False,False
i0000530,s000496,u00124,2025-02-02 18:24:03+00:00,train,analytics,local,llama,pro,mobile,eu,smb,2094.34,294,477,771,368.14,0.003084,0,1.06,0.71,1927,2,0.475,0.884,none,False,False,False,False,False,False,False,False
i0000531,s000203,u00149,2025-01-24 22:46:20+00:00,val,summarization,local,llama,enterprise,api,apac,consumer,2354.58,357,639,996,423.01,0.003984,2,0.57,0.86,900,0,0.452,0.015,none,False,False,False,False,False,False,False,False
i0000532,s000007,u00026,2025-02-09 01:17:26+00:00,val,summarization,anthropic,claude,free,mobile,us,enterprise,1589.39,215,266,481,302.63,0.001924,0,0.2,0.77,1125,0,0.995,1.0,none,False,False,False,False,False,False,False,False
i0000533,s000212,u00216,2025-02-16 09:46:11+00:00,train,search,openai,gpt,free,api,mena,enterprise,2166.57,271,442,713,329.09,0.001426,1,0.91,0.77,813,1,0.347,-0.26,none,False,False,False,False,False,False,False,False
i0000534,s000279,u00020,2025-01-26 12:08:51+00:00,val,coding,google,gemini,enterprise,mobile,us,enterprise,786.11,256,33,289,367.63,0.001156,0,0.47,0.66,1106,2,0.864,0.804,none,False,False,False,False,False,False,False,False
i0000535,s000259,u00053,2025-01-30 16:42:27+00:00,train,coding,local,llama,free,web,mena,enterprise,2348.02,394,621,1015,432.28,0.00406,0,0.41,0.98,1842,2,0.625,-0.371,none,False,False,False,False,False,False,False,False
i0000536,s000257,u00204,2025-01-14 14:56:35+00:00,train,search,local,llama,enterprise,mobile,mena,enterprise,1270.95,123,60,183,143.99,0.000366,1,0.47,0.69,1346,2,0.904,0.664,none,False,False,False,False,False,False,False,False
i0000537,s000462,u00043,2025-02-21 13:26:19+00:00,train,search,google,gemini,enterprise,web,apac,enterprise,2162.05,126,387,513,237.27,0.003078,0,0.67,0.76,179,1,0.985,0.617,none,False,False,False,False,False,False,False,False
i0000538,s000404,u00292,2025-02-22 07:21:50+00:00,train,coding,google,gemini,free,mobile,mena,smb,1835.2,176,259,435,237.03,0.00087,1,0.4,0.68,1241,2,0.969,-0.407,none,False,False,False,False,False,False,False,False
i0000539,s000126,u00170,2025-01-11 02:33:19+00:00,train,coding,openai,gpt,enterprise,mobile,us,enterprise,1077.98,305,44,349,323.75,0.000698,1,0.83,0.88,852,0,0.883,0.122,none,False,False,False,False,False,False,False,False
i0000540,s000178,u00049,2025-01-21 10:21:34+00:00,val,search,anthropic,claude,pro,web,eu,enterprise,2044.35,351,334,685,335.07,0.00274,0,0.78,0.77,1171,1,0.531,1.0,none,False,False,False,False,False,False,False,False
i0000541,s000334,u00249,2025-01-17 06:13:54+00:00,train,coding,google,gemini,enterprise,web,mena,consumer,896.99,140,656,796,500.0,0.004776,0,0.61,0.77,1198,0,0.417,-0.289,none,False,False,False,False,False,False,False,False
i0000542,s000206,u00080,2025-02-25 13:18:11+00:00,train,support,anthropic,claude,enterprise,web,eu,consumer,1491.99,79,133,212,142.09,0.000848,0,0.06,0.95,1259,0,0.456,0.441,none,False,False,False,False,False,False,False,False
i0000543,s000215,u00222,2025-01-04 19:07:51+00:00,train,summarization,anthropic,claude,free,web,apac,smb,1646.1,259,218,477,289.78,0.000954,0,1.12,0.9,1791,1,0.723,0.401,latency_timeout,True,False,False,False,False,False,False,True
i0000544,s000084,u00250,2025-01-13 13:15:40+00:00,test,coding,anthropic,claude,free,api,mena,consumer,1808.88,255,148,403,222.79,0.002418,1,0.49,0.81,1776,2,0.473,0.175,none,False,False,False,False,False,False,False,False
i0000545,s000128,u00230,2025-01-19 13:59:34+00:00,train,summarization,anthropic,claude,free,web,mena,enterprise,1328.99,174,104,278,209.18,0.000556,0,0.54,0.79,1993,0,0.548,-0.839,none,False,False,False,False,False,False,False,False
i0000546,s000371,u00101,2025-02-03 01:00:16+00:00,val,search,openai,gpt,pro,api,mena,enterprise,1564.08,106,176,282,180.3,0.000564,0,0.55,0.98,1301,2,0.264,0.697,none,False,False,False,False,False,False,False,False
i0000547,s000422,u00209,2025-01-15 15:28:17+00:00,train,analytics,openai,gpt,pro,web,eu,enterprise,2332.42,345,408,753,322.84,0.003012,0,0.44,0.98,675,1,0.817,0.207,none,False,False,False,False,False,False,False,False
i0000548,s000393,u00111,2025-02-02 10:32:51+00:00,train,support,local,llama,enterprise,mobile,mena,smb,2349.1,344,550,894,380.57,0.001788,0,0.81,0.88,504,2,0.289,0.862,toxicity,True,False,False,False,True,False,False,False
i0000549,s000154,u00089,2025-02-14 02:58:07+00:00,train,analytics,local,llama,enterprise,web,mena,smb,2139.61,309,489,798,372.97,0.003192,0,0.02,0.9,1758,0,0.47,0.339,none,False,False,False,False,False,False,False,False
i0000550,s000069,u00023,2025-02-19 05:07:53+00:00,train,support,openai,gpt,free,mobile,apac,consumer,2128.12,248,544,792,372.16,0.004752,0,1.05,0.96,1882,2,0.672,0.239,none,False,False,False,False,False,False,False,False
i0000551,s000080,u00201,2025-01-06 18:44:16+00:00,train,coding,openai,gpt,free,api,eu,smb,1969.38,134,506,640,324.97,0.00128,0,0.12,0.99,199,0,0.625,0.424,none,False,False,False,False,False,False,False,False
i0000552,s000197,u00103,2025-01-09 22:00:02+00:00,test,analytics,anthropic,claude,pro,web,mena,consumer,1727.37,185,280,465,269.19,0.00093,0,1.2,0.63,542,1,0.915,-0.393,none,False,False,False,False,False,False,False,False
i0000553,s000259,u00053,2025-01-06 12:11:07+00:00,train,search,google,gemini,enterprise,web,apac,smb,1694.24,64,632,696,410.8,0.001392,0,0.75,1.0,1432,2,0.727,1.0,none,False,False,False,False,False,False,False,False
i0000554,s000447,u00095,2025-02-24 23:26:16+00:00,val,analytics,anthropic,claude,pro,web,eu,enterprise,1132.59,129,137,266,234.86,0.001064,0,0.08,0.88,445,2,0.831,-0.025,none,False,False,False,False,False,False,False,False
i0000555,s000450,u00086,2025-02-09 04:19:15+00:00,train,coding,anthropic,claude,pro,api,apac,smb,2258.77,202,495,697,308.58,0.002788,0,0.67,0.84,224,0,0.443,-0.018,none,False,False,False,False,False,False,False,False
i0000556,s000002,u00233,2025-02-01 07:11:29+00:00,test,coding,openai,gpt,enterprise,api,eu,enterprise,1735.83,197,95,292,168.22,0.001752,1,0.4,0.77,2042,0,0.306,0.975,none,False,False,False,False,False,False,False,False
i0000557,s000354,u00131,2025-02-17 22:19:17+00:00,val,analytics,local,llama,pro,web,us,enterprise,1375.59,68,540,608,441.99,0.002432,0,1.14,0.73,312,1,0.795,0.348,none,False,False,False,False,False,False,False,False
i0000558,s000150,u00018,2025-02-05 04:12:16+00:00,train,search,local,llama,free,web,us,consumer,1728.87,384,79,463,267.81,0.002778,1,0.91,0.92,537,1,0.323,0.058,latency_timeout,True,False,False,False,False,False,False,True
i0000559,s000099,u00192,2025-01-15 15:49:30+00:00,train,support,google,gemini,enterprise,api,eu,smb,1547.59,136,167,303,195.79,0.000606,1,0.61,0.86,2026,0,0.867,0.448,none,False,False,False,False,False,False,False,False
i0000560,s000278,u00235,2025-01-31 05:16:05+00:00,test,summarization,openai,gpt,free,web,eu,consumer,2010.17,223,286,509,253.21,0.001018,2,0.52,0.68,320,0,0.954,0.576,none,False,False,False,False,False,False,False,False
i0000561,s000017,u00154,2025-02-12 07:56:53+00:00,train,search,local,llama,free,api,eu,consumer,1997.78,207,492,699,349.89,0.001398,0,1.2,0.84,1663,0,0.426,0.129,none,False,False,False,False,False,False,False,False
i0000562,s000168,u00051,2025-01-03 11:27:57+00:00,val,support,google,gemini,free,mobile,apac,consumer,1757.11,209,50,259,147.4,0.001036,1,0.8,0.66,1207,0,0.809,0.753,none,False,False,False,False,False,False,False,False
i0000563,s000277,u00141,2025-02-06 08:38:22+00:00,test,summarization,openai,gpt,pro,api,apac,consumer,2317.91,344,195,539,232.54,0.001078,0,0.62,0.8,1164,1,0.55,-0.562,none,False,False,False,False,False,False,False,False
i0000564,s000137,u00181,2025-01-30 20:59:17+00:00,val,search,anthropic,claude,pro,api,mena,consumer,1825.86,308,246,554,303.42,0.001108,0,0.48,0.83,1716,0,0.439,0.357,none,False,False,False,False,False,False,False,False
i0000565,s000297,u00255,2025-01-05 23:20:48+00:00,train,analytics,local,llama,pro,api,apac,enterprise,2278.69,352,517,869,381.36,0.001738,0,0.39,0.85,168,2,0.545,0.68,none,False,False,False,False,False,False,False,False
i0000566,s000231,u00139,2025-01-16 12:00:03+00:00,train,search,local,llama,free,mobile,mena,consumer,1647.62,176,673,849,500.0,0.001698,1,0.85,0.66,244,2,0.717,0.573,none,False,False,False,False,False,False,False,False
i0000567,s000400,u00094,2025-01-27 12:36:18+00:00,train,support,openai,gpt,pro,web,mena,enterprise,2199.21,135,437,572,260.09,0.002288,0,0.71,0.64,503,0,0.99,-1.0,none,False,False,False,False,False,False,False,False
i0000568,s000091,u00131,2025-01-21 01:19:45+00:00,train,search,anthropic,claude,pro,mobile,us,consumer,1936.93,193,365,558,288.08,0.003348,0,1.02,0.7,1069,2,0.44,0.124,none,False,False,False,False,False,False,False,False
i0000569,s000029,u00164,2025-01-18 05:37:15+00:00,test,summarization,anthropic,claude,free,mobile,us,consumer,1468.31,242,248,490,333.72,0.00098,0,0.66,0.84,1975,1,0.765,-0.528,none,False,False,False,False,False,False,False,False
i0000570,s000265,u00297,2025-02-08 00:57:26+00:00,train,analytics,local,llama,pro,api,mena,enterprise,1570.93,161,579,740,471.06,0.00296,0,0.7,0.97,259,0,0.468,0.971,none,False,False,False,False,False,False,False,False
i0000571,s000129,u00173,2025-01-25 20:33:34+00:00,train,summarization,openai,gpt,free,api,us,consumer,1486.28,205,92,297,199.83,0.000594,1,0.57,0.91,934,0,0.401,-0.034,none,False,False,False,False,False,False,False,False
i0000572,s000354,u00131,2025-01-30 05:27:26+00:00,val,search,anthropic,claude,enterprise,api,us,enterprise,1404.03,94,107,201,143.16,0.000402,1,0.92,0.9,951,1,0.705,0.905,none,False,False,False,False,False,False,False,False
i0000573,s000047,u00134,2025-02-17 08:10:30+00:00,test,search,google,gemini,pro,mobile,mena,smb,1285.13,250,156,406,315.92,0.000812,0,0.5,0.73,505,2,0.809,-0.53,none,False,False,False,False,False,False,False,False
i0000574,s000288,u00172,2025-01-06 20:13:35+00:00,train,coding,local,llama,enterprise,mobile,eu,consumer,1284.96,296,202,498,387.56,0.001992,1,1.02,0.64,788,0,0.774,0.434,none,False,False,False,False,False,False,False,False
i0000575,s000495,u00087,2025-01-22 17:07:08+00:00,train,coding,local,llama,pro,api,eu,consumer,2438.75,229,333,562,230.45,0.002248,3,0.39,0.96,513,0,0.954,0.205,none,False,False,False,False,False,False,False,False
i0000576,s000047,u00134,2025-01-05 14:54:55+00:00,test,summarization,google,gemini,pro,web,mena,consumer,2427.11,354,663,1017,419.02,0.004068,0,0.83,0.8,391,1,0.286,1.0,none,False,False,False,False,False,False,False,False
i0000577,s000151,u00257,2025-02-25 00:55:23+00:00,train,coding,openai,gpt,enterprise,api,apac,smb,2473.15,398,462,860,347.73,0.00516,0,1.07,0.64,1128,2,0.633,0.907,none,False,False,False,False,False,False,False,False
i0000578,s000423,u00230,2025-01-12 13:30:39+00:00,test,coding,google,gemini,free,mobile,us,enterprise,2020.5,366,280,646,319.72,0.001292,1,0.92,0.81,1915,0,0.433,0.868,none,False,False,False,False,False,False,False,False
i0000579,s000267,u00135,2025-02-19 13:27:41+00:00,train,summarization,anthropic,claude,enterprise,mobile,eu,consumer,965.12,73,163,236,244.53,0.000944,1,0.41,0.87,903,2,0.854,1.0,none,False,False,False,False,False,False,False,False
i0000580,s000088,u00094,2025-01-12 07:39:18+00:00,val,summarization,local,llama,free,api,eu,consumer,1849.35,357,460,817,441.78,0.003268,1,0.85,0.73,1346,1,0.25,0.37,tool_error,True,False,False,False,False,False,True,False
i0000581,s000107,u00235,2025-01-20 17:52:41+00:00,val,analytics,openai,gpt,enterprise,web,us,enterprise,1009.99,160,192,352,348.52,0.000704,1,0.25,0.6,1414,0,0.341,0.14,hallucination,True,False,False,True,False,False,False,False
i0000582,s000383,u00285,2025-02-06 22:18:22+00:00,train,analytics,anthropic,claude,enterprise,api,us,consumer,2329.71,202,683,885,379.88,0.00177,0,0.07,0.85,1746,2,0.818,0.072,none,False,False,False,False,False,False,False,False
i0000583,s000431,u00026,2025-02-19 06:13:00+00:00,train,support,openai,gpt,pro,mobile,eu,enterprise,1035.28,188,344,532,500.0,0.001064,1,0.95,0.62,1711,0,0.484,0.397,none,False,False,False,False,False,False,False,False
i0000584,s000181,u00282,2025-01-11 07:56:53+00:00,test,search,anthropic,claude,pro,api,us,consumer,1978.99,142,394,536,270.85,0.001072,0,0.97,0.77,1867,1,0.745,-1.0,none,False,False,False,False,False,False,False,False
i0000585,s000237,u00199,2025-01-13 07:44:09+00:00,train,coding,openai,gpt,pro,mobile,apac,consumer,2106.91,355,634,989,469.41,0.001978,0,0.03,0.93,1691,1,0.999,0.201,none,False,False,False,False,False,False,False,False
i0000586,s000392,u00054,2025-02-22 20:02:19+00:00,val,coding,openai,gpt,pro,mobile,eu,smb,1303.51,269,227,496,380.51,0.000992,0,1.14,1.0,1913,2,0.568,0.336,none,False,False,False,False,False,False,False,False
i0000587,s000089,u00231,2025-01-20 01:51:59+00:00,train,analytics,openai,gpt,free,web,eu,consumer,1931.0,388,340,728,377.01,0.004368,0,0.54,0.75,1982,2,0.626,0.106,none,False,False,False,False,False,False,False,False
i0000588,s000104,u00003,2025-01-13 21:30:06+00:00,train,support,anthropic,claude,enterprise,web,mena,consumer,1735.31,383,381,764,440.27,0.004584,0,1.09,0.61,1564,2,0.98,-0.719,none,False,False,False,False,False,False,False,False
i0000589,s000388,u00250,2025-02-14 18:36:03+00:00,val,summarization,anthropic,claude,free,api,mena,enterprise,943.2,191,204,395,418.79,0.00158,0,0.95,0.8,1074,1,0.797,0.11,none,False,False,False,False,False,False,False,False
i0000590,s000094,u00117,2025-01-06 11:36:00+00:00,train,summarization,openai,gpt,free,mobile,eu,consumer,1598.69,301,57,358,223.93,0.001432,0,1.08,0.71,717,0,0.357,-0.72,none,False,False,False,False,False,False,False,False
i0000591,s000386,u00037,2025-02-22 14:00:16+00:00,train,search,anthropic,claude,pro,mobile,eu,consumer,1141.04,220,212,432,378.6,0.002592,1,1.0,0.96,1225,0,0.843,1.0,none,False,False,False,False,False,False,False,False
i0000592,s000249,u00237,2025-02-22 21:27:46+00:00,train,support,google,gemini,pro,api,us,enterprise,1022.42,218,96,314,307.12,0.000628,0,1.17,0.88,1719,1,0.613,0.046,none,False,False,False,False,False,False,False,False
i0000593,s000496,u00124,2025-02-21 18:28:33+00:00,train,support,local,llama,free,mobile,us,smb,2060.59,306,479,785,380.96,0.00314,0,0.75,0.76,1574,1,0.83,-1.0,none,False,False,False,False,False,False,False,False
i0000594,s000017,u00154,2025-01-18 06:38:35+00:00,train,support,openai,gpt,pro,web,eu,smb,1521.35,287,24,311,204.42,0.001244,0,0.27,0.9,1126,0,0.679,0.076,none,False,False,False,False,False,False,False,False
i0000595,s000473,u00130,2025-01-07 01:12:34+00:00,train,support,openai,gpt,enterprise,api,eu,enterprise,2012.69,368,235,603,299.6,0.003618,1,0.47,0.74,274,0,0.382,0.737,none,False,False,False,False,False,False,False,False
i0000596,s000113,u00167,2025-01-26 15:48:08+00:00,train,summarization,anthropic,claude,free,mobile,us,enterprise,1812.83,318,621,939,500.0,0.003756,0,0.9,0.81,649,1,0.852,0.306,none,False,False,False,False,False,False,False,False
i0000597,s000018,u00039,2025-01-21 03:29:57+00:00,train,coding,openai,gpt,free,mobile,apac,consumer,2122.45,263,406,669,315.2,0.001338,0,0.19,0.97,1236,2,0.202,-0.348,none,False,False,False,False,False,False,False,False
i0000598,s000363,u00068,2025-02-27 02:06:40+00:00,test,coding,anthropic,claude,enterprise,mobile,apac,smb,1350.87,370,476,846,500.0,0.003384,1,1.12,0.68,868,2,0.91,-0.207,safety_block,True,False,True,False,False,False,False,False
i0000599,s000267,u00135,2025-02-07 23:34:30+00:00,train,search,local,llama,free,api,eu,enterprise,1872.09,76,474,550,293.79,0.0011,0,0.25,0.73,1003,2,0.855,0.028,none,False,False,False,False,False,False,False,False
i0000600,s000419,u00089,2025-02-26 11:22:27+00:00,train,search,anthropic,claude,enterprise,mobile,apac,consumer,1878.42,314,222,536,285.35,0.001072,0,1.05,0.95,706,1,0.976,-0.064,none,False,False,False,False,False,False,False,False
i0000601,s000055,u00150,2025-02-15 15:37:13+00:00,test,search,anthropic,claude,enterprise,web,eu,smb,2056.8,181,449,630,306.3,0.00252,1,0.58,0.78,274,2,0.228,-0.556,hallucination,True,False,True,True,False,False,False,False
i0000602,s000041,u00050,2025-02-12 05:12:57+00:00,val,support,google,gemini,pro,mobile,mena,consumer,1744.82,195,170,365,209.19,0.00146,0,1.01,0.73,1023,1,0.55,0.159,none,False,False,False,False,False,False,False,False
i0000603,s000284,u00148,2025-01-07 02:26:26+00:00,train,analytics,openai,gpt,pro,api,apac,consumer,2063.28,321,452,773,374.65,0.001546,1,1.15,0.61,982,1,0.335,-0.6,none,False,False,False,False,False,False,False,False
i0000604,s000442,u00091,2025-01-05 01:30:22+00:00,test,search,openai,gpt,enterprise,mobile,mena,enterprise,2071.29,138,484,622,300.3,0.001244,0,0.51,0.77,1628,0,0.499,0.769,none,False,False,False,False,False,False,False,False
i0000605,s000203,u00149,2025-01-03 08:30:17+00:00,val,summarization,google,gemini,free,mobile,eu,smb,2972.15,358,615,973,327.37,0.003892,0,0.84,0.8,343,1,0.488,0.843,none,False,False,False,False,False,False,False,False
i0000606,s000399,u00085,2025-02-05 00:05:21+00:00,train,search,local,llama,free,api,mena,consumer,2135.96,219,645,864,404.5,0.001728,1,0.27,0.76,1058,0,0.678,-0.402,none,False,False,False,False,False,False,False,False
i0000607,s000454,u00008,2025-01-13 10:04:52+00:00,test,summarization,openai,gpt,free,mobile,us,smb,848.83,165,36,201,236.8,0.001206,0,0.96,0.71,1767,1,0.55,-0.23,none,False,False,False,False,False,False,False,False
i0000608,s000435,u00131,2025-03-01 07:47:38+00:00,train,analytics,local,llama,pro,web,eu,consumer,1649.72,158,223,381,230.95,0.000762,1,0.98,0.75,642,2,0.972,-0.054,none,False,False,False,False,False,False,False,False
i0000609,s000255,u00199,2025-01-08 12:38:38+00:00,train,summarization,google,gemini,enterprise,mobile,apac,enterprise,1694.12,191,392,583,344.13,0.002332,0,0.35,0.86,735,1,0.422,0.181,none,False,False,False,False,False,False,False,False
i0000610,s000350,u00050,2025-02-26 14:08:55+00:00,train,search,google,gemini,pro,api,mena,consumer,1952.85,379,238,617,315.95,0.001234,0,0.03,0.96,295,0,0.535,0.354,none,False,False,False,False,False,False,False,False
i0000611,s000263,u00090,2025-02-10 07:24:08+00:00,train,search,google,gemini,enterprise,api,eu,consumer,1926.71,76,440,516,267.81,0.003096,0,0.52,0.86,1231,2,0.761,0.478,none,False,False,False,False,False,False,False,False
i0000612,s000338,u00096,2025-01-07 10:55:31+00:00,train,analytics,google,gemini,pro,web,eu,enterprise,2394.5,222,600,822,343.29,0.004932,0,0.2,0.86,1771,2,0.421,0.464,none,False,False,False,False,False,False,False,False
i0000613,s000284,u00148,2025-01-04 01:52:27+00:00,train,support,google,gemini,enterprise,api,eu,consumer,1727.95,340,195,535,309.62,0.00107,0,0.98,0.93,1052,1,0.779,1.0,none,False,False,False,False,False,False,False,False
i0000614,s000263,u00090,2025-01-24 07:14:32+00:00,train,summarization,openai,gpt,enterprise,web,eu,enterprise,2395.57,209,627,836,348.98,0.003344,1,0.31,0.67,929,0,0.767,0.236,tool_error,True,False,False,False,False,False,True,False
i0000615,s000219,u00135,2025-01-21 23:28:35+00:00,train,search,google,gemini,free,web,us,consumer,2642.57,243,619,862,326.2,0.003448,1,1.13,0.72,1566,0,0.77,-0.581,none,False,False,False,False,False,False,False,False
